,title,recipe_data_output,model_output
307,sausage strata,"[""'bread'"", ""'sausage'"", ""'swiss cheese'"", ""'eggs'"", ""'milk'"", ""'light cream'"", ""'salt'"", ""'pepper'"", ""'nutmeg'"", ""'worcestershire sauce'""]","

Eggs, sausage, bread, milk, onion, garlic, cheese, parsley, salt, pepper"
308,pepperoni spaghetti,"[""'onion'"", ""'green pepper'"", ""'ground beef'"", ""'pepperoni'"", ""'mushrooms'"", ""'spaghetti'"", ""'mozzarella cheese'"", ""'parmesan cheese'""]","

Spaghetti, Pepperoni, Tomato Sauce, Olive Oil, Garlic, Onion, Basil, Oregano, Salt, Pepper"
309,florida punch,"[""'sugar'"", ""'water'"", ""'cranberry juice'"", ""'pineapple juice'"", ""'orange juice'"", ""'ginger ale'""]","

Orange juice, pineapple juice, cranberry juice, lime juice, lemon juice, grenadine, sparkling water, mint leaves, orange slices"
310,peachy  cake,"[""'flour'"", ""'oil'"", ""'eggs'"", ""'vanilla'"", ""'sugar'"", ""'baking powder'"", ""'peach juice from'"", ""'peaches'""]","

Flour, Sugar, Baking Powder, Salt, Butter, Eggs, Vanilla Extract, Milk, Peaches"
311,fruity ice,"[""'oranges'"", ""'bananas'"", ""'crushed ice'"", ""'applesauce'"", ""'cinnamon'""]","

Strawberries, blueberries, raspberries, mango, pineapple, banana, orange juice, lemon juice, honey, coconut milk."
312,five way chili,"[""'ground beef'"", ""'water'"", ""'tomato sauce'"", ""'bay leaves'"", ""'salt'"", ""'ground cumin'"", ""'ground cinnamon'"", ""'worcestershire sauce'"", ""'vinegar'"", ""'ground allspice'"", ""'chili powder'""]","

Beef, Onion, Garlic, Chili Powder, Cumin, Oregano, Paprika, Tomatoes, Kidney Beans, Pinto Beans, Bell Peppers, Jalapenos, Worcestershire Sauce, Brown Sugar, Apple Cider Vinegar, Salt, Pepper"
313,hot tomatoes and cucumbers,"[""'cucumbers'"", ""'onion'"", ""'butter'"", ""'tomatoes'"", ""'salt'"", ""'pepper'"", ""'fresh dill'""]","

Tomatoes, Cucumbers, Olive Oil, Garlic, Salt, Pepper, Basil, Oregano"
314,fluffy white icing,"[""'sugar'"", ""'flour'"", ""'egg'"", ""'crisco'"", ""'butter'"", ""'vanilla'"", ""'milk'""]","

Powdered sugar, butter, vanilla extract, milk or cream"
315,dishpan cookies,"[""'brown sugar'"", ""'sugar'"", ""'oil'"", ""'eggs'"", ""'baking powder'"", ""'salt'"", ""'flour'"", ""'cooking oats'"", ""'coconut'"", ""'corn flakes'"", ""'chocolate chips'"", ""'nuts'""]","

Flour, sugar, butter, eggs, baking powder, baking soda, salt, vanilla extract, chocolate chips"
316,toll house pie,"[""'eggs'"", ""'all-purpose'"", ""'sugar'"", ""'brown sugar'"", ""'butter'"", ""'chocolate chips'"", ""'walnuts'"", ""'shell'"", ""'whipped cream'""]","

Butter, sugar, eggs, vanilla extract, semi-sweet chocolate chips, flour, salt, chopped nuts (optional)"
317,crunchy  onion burger,"[""'ground beef'"", ""'onions'"", ""'salt'"", ""'salt'"", ""'rolls'""]","

Onion, Burger Bun, Ground Beef, Salt, Pepper, Garlic Powder, Onion Powder, Paprika, Butter, Oil."
318,cheese ball,"[""'cream cheese'"", ""'cheddar cheese'"", ""'lemon juice'"", ""'onion'"", ""'dry mustard'"", ""'soy sauce'"", ""'paprika'"", ""'salt'"", ""'parsley'""]","

Cream cheese, cheddar cheese, garlic powder, onion powder, Worcestershire sauce, parsley, pecans, bacon bits."
319,pumpkin squares,"[""'flour'"", ""'oats'"", ""'brown sugar'"", ""'margarine'"", ""'pumpkin'"", ""'milk'"", ""'eggs'"", ""'sugar'"", ""'cinnamon'"", ""'ginger'"", ""'cloves'"", ""'walnuts'"", ""'brown sugar'"", ""'butter'""]","

Flour, sugar, baking powder, baking soda, salt, butter, eggs, pumpkin puree, cinnamon, nutmeg, allspice, cloves"
320,old time buttermilk pie,"[""'shell'"", ""'butter'"", ""'sugar'"", ""'flour'"", ""'eggs'"", ""'buttermilk'"", ""'vanilla'"", ""'nutmeg'""]","

Eggs, Buttermilk, Sugar, Flour, Butter, Vanilla Extract, Salt, Nutmeg"
321,two sweet potato pies,"[""'potatoes'"", ""'eggs'"", ""'sugar'"", ""'vanilla'"", ""'milk'"", ""'coconut'"", ""'pastry shell'""]","

Brown sugar, butter, eggs, sweet potatoes, evaporated milk, cinnamon, nutmeg, allspice, vanilla extract, salt, pie crust."
322,broccoli cauliflower soup,"[""'broccoli'"", ""'cauliflower'"", ""'chicken broth'"", ""'butter'"", ""'onion'"", ""'flour'"", ""'milk'"", ""'cheddar cheese'"", ""'black pepper'""]","

Broccoli, cauliflower, butter, onion, garlic, vegetable broth, cream, salt, pepper"
323,fresh apple cake,"[""'wesson oil'"", ""'sugar'"", ""'eggs'"", ""'fresh apples'"", ""'cake flour'"", ""'salt'"", ""'soda'"", ""'vanilla'""]","

Flour, Sugar, Baking Powder, Salt, Apples, Butter, Eggs, Vanilla Extract, Cinnamon, Nutmeg"
324,russian tea,"[""'sugar'"", ""'lemon'"", ""'cloves'"", ""'cinnamon'""]","

Lemon, sugar, tea, cinnamon, cloves, cardamom, orange peel, honey"
325,hunter s delight,"[""'butter'"", ""'onion'"", ""'ground beef'"", ""'salt'"", ""'pepper'"", ""'cream-style'"", ""'milk'"", ""'potatoes'""]","

Tomatoes, Onions, Mushrooms, Bell Peppers, Ground Beef, Worcestershire Sauce, Garlic, Salt, Pepper, Paprika, Thyme, Oregano."
326,pie crust never fail,"[""'flour'"", ""'shortening'"", ""'salt'"", ""'egg'"", ""'water'"", ""'vinegar'""]","

Flour, Salt, Shortening, Cold Water"
327,burnt caramel cake icing,"[""'sugar'"", ""'milk'"", ""'white karo syrup'"", ""'sugar'""]","

Butter, Brown Sugar, Heavy Cream, Vanilla Extract, Salt"
328,chicken sweet sour,"[""'chicken'"", ""'apricot preserves'"", ""'salad dressing'"", ""'onion soup'""]","

Chicken, pineapple, bell peppers, onion, garlic, soy sauce, vinegar, sugar, cornstarch, water, oil."
329,microwave fudge,"[""'semi-sweet chocolate chips'"", ""'sweet chocolate chips'"", ""'condensed milk'"", ""'vanilla'"", ""'nuts'""]","

Butter, sugar, cocoa powder, milk, vanilla extract"
330,breakfast rolls,"[""'dinner rolls'"", ""'butterscotch pudding'"", ""'butter'"", ""'cinnamon'"", ""'brown sugar'"", ""'nuts'""]","

Flour, Yeast, Salt, Sugar, Milk, Butter, Eggs"
331,kentucky cream candy,"[""'cream cheese'"", ""'salt'"", ""'vanilla'"", ""'confectioners sugar'"", ""'coconut'""]","

Sugar, Corn Syrup, Cream, Butter, Vanilla Extract, Salt"
332,thousand island dressing,"[""'miracle'"", ""'tomato soup'"", ""'vinegar'"", ""'sweet relish'"", ""'chili sauce'"", ""'sugar'"", ""'mustard'"", ""'onion'"", ""'garlic'""]","

Mayonnaise, ketchup, sweet pickle relish, Worcestershire sauce, onion, garlic, paprika, salt, pepper."
333,rolls,"[""'milk'"", ""'butter'"", ""'yeast'"", ""'sugar'"", ""'salt'"", ""'eggs'"", ""'flour'""]","

Rice, Nori, Cucumber, Avocado, Carrot, Cream Cheese, Salmon, Tuna, Shrimp, Pickled Ginger, Wasabi"
334,brownies,"[""'white sugar'"", ""'brown sugar'"", ""'cocoa'"", ""'flour'"", ""'eggs'"", ""'oleo'"", ""'milk'"", ""'vanilla'"", ""'salt'"", ""'nuts'""]","

Flour, sugar, cocoa powder, butter, eggs, baking powder, salt, vanilla extract"
335,diabetic cookies,"[""'unsweetened applesauce'"", ""'margarine'"", ""'vanilla'"", ""'oatmeal'"", ""'allspice'"", ""'soda'"", ""'raisins'"", ""'eggs'"", ""'brown sugar'"", ""'cinnamon'"", ""'flour'"", ""'salt'"", ""'nuts'""]","

Oats, whole wheat flour, brown sugar, baking powder, baking soda, cinnamon, nutmeg, butter, egg, vanilla extract, raisins, walnuts, dark chocolate chips."
336,chocolate dipped strawberries,"[""'semi-sweet chocolate'"", ""'whipping cream'"", ""'almond'"", ""'strawberries'""]","

Strawberries, Chocolate, Vegetable Oil, Powdered Sugar"
337,working mother s  mess renamed dad s quick delight,"[""'ground beef'"", ""'onions'"", ""'tomatoes'"", ""'garlic'"", ""'chunky spaghetti sauce'"", ""'tamari sauce'"", ""'beans'""]","

Onion, Garlic, Tomatoes, Green Chillies, Ginger, Cumin Seeds, Coriander Powder, Turmeric Powder, Red Chilli Powder, Garam Masala, Salt, Oil, Potatoes, Carrots, Green Peas, Capsicum, Cauliflower, Paneer, Cashew Nuts, Cream, Coriander Leaves."
338,chicken with tarragon,"[""'chicken breasts'"", ""'onion'"", ""'tarragon'"", ""'chicken bouillon'""]","

Chicken, Tarragon, Onion, Garlic, White Wine, Butter, Olive Oil, Parsley, Thyme, Salt, Pepper"
339,lemon jello vegetable salad,"[""'lemon jello'"", ""'water'"", ""'cold water'"", ""'cabbage'"", ""'celery'"", ""'grated carrot'"", ""'green pepper'"", ""'pineapple tidbits'""]","

Celery, Carrots, Onions, Mayonnaise, Lemon Jello, Water, Sugar"
340,shrimp batter,"[""'flour'"", ""'cornstarch'"", ""'soda'"", ""'baking powder'"", ""'egg'"", ""'cold water'"", ""'paprika'""]","

Flour, Cornstarch, Baking Powder, Salt, Egg, Water, Oil"
341,chicken cheese ball,"[""'chicken'"", ""'cream cheese'"", ""'onion'"", ""'soy sauce'"", ""'mayonnaise'"", ""'pecans'"", ""'maraschino cherry'""]","

Cream cheese, shredded cheddar cheese, cooked chicken, garlic powder, onion powder, Worcestershire sauce, parsley, paprika, salt, pepper."
342,salted nut squares,"[""'peanuts'"", ""'butter'"", ""'peanut butter'"", ""'condensed milk'"", ""'marshmallows'""]","

Butter, brown sugar, corn syrup, rolled oats, salted peanuts, chocolate chips, vanilla extract"
343,date cake,"[""'dates'"", ""'baking soda'"", ""'water'"", ""'margarine'"", ""'sugar'"", ""'salt'"", ""'walnuts'"", ""'egg'"", ""'flour'""]","

Flour, Sugar, Baking Powder, Salt, Butter, Eggs, Milk, Vanilla Extract, Dates"
344,crescent cake,"[""'yellow cake mix'"", ""'margarine'"", ""'egg'"", ""'nuts'"", ""'confectioners sugar'"", ""'cream cheese'"", ""'eggs'""]","

Flour, sugar, butter, eggs, baking powder, milk, vanilla extract, salt, cream cheese, powdered sugar"
345,freezer pie crust,"[""'shortening'"", ""'flour'"", ""'salt'"", ""'water'"", ""'white syrup'""]","

Flour, Salt, Shortening, Water"
346,basic graham cracker crust,"[""'graham cracker crumbs'"", ""'sugar'"", ""'unsalted butter'""]","

Graham cracker crumbs, butter, sugar"
347,creamy chicken and mushrooms,"[""'margarine'"", ""'skinless'"", ""'mushroom'"", ""'onion'"", ""'garlic'"", ""'cream of mushroom soup'"", ""'milk'"", ""'sherry'"", ""'pepper'""]","

Chicken, mushrooms, cream, butter, garlic, onion, thyme, parsley, salt, pepper"
348,sweet and sour red cabbage,"[""'red cabbage'"", ""'salt'"", ""'salt'"", ""'pepper'"", ""'sugar'"", ""'cider vinegar'"", ""'caraway'"", ""'onion'""]","

Red cabbage, onion, apple, white wine vinegar, sugar, butter, salt, pepper"
349,hot rolls,"[""'water'"", ""'yeast'"", ""'sugar'"", ""'salt'"", ""'melted crisco'"", ""'flour'""]","

Flour, Yeast, Salt, Sugar, Milk, Butter, Egg"
350,chicken casserole,"[""'rice'"", ""'onion soup'"", ""'cream of mushroom soup'"", ""'water'"", ""'chicken'""]","

Chicken, onion, celery, carrots, mushrooms, garlic, thyme, bay leaves, chicken broth, cream of mushroom soup, butter, flour, salt, pepper."
351,raisin walnut shortbread bars,"[""'flour'"", ""'sugar'"", ""'butter'"", ""'eggs'"", ""'brown sugar'"", ""'vanilla'"", ""'baking soda'"", ""'walnuts'"", ""'raisins'"", ""'flaked coconut'""]","

Butter, sugar, flour, baking powder, salt, raisins, walnuts, vanilla extract"
352,pineapple parfait pie,"[""'shell'"", ""'no'"", ""'lemon jell-o'"", ""'vanilla ice cream'""]","

Crust: Graham crackers, butter, sugar,
Filling: Pineapple, cream cheese, sugar, vanilla extract,
Topping: Whipped cream, toasted coconut, chopped pineapple, maraschino cherries."
353,cherry supreme,"[""'graham cracker crumbs'"", ""'white sugar'"", ""'butter'"", ""'cherry pie filling'"", ""'powdered sugar'"", ""'cream cheese'""]","

Cherries, sugar, cornstarch, butter, almond extract, vanilla extract, salt."
354,red beet cake,"[""'sugar'"", ""'eggs'"", ""'crisco oil'"", ""'chocolate'"", ""'flour'"", ""'soda'"", ""'salt'"", ""'vanilla'""]","

Eggs, Flour, Sugar, Baking Powder, Salt, Red Beets, Milk, Butter, Vanilla Extract, Cinnamon"
355,peanut butter cream pie,"[""'cream cheese'"", ""'milk'"", ""'powdered sugar'"", ""'peanut butter'"", ""'lite'"", ""'low-fat baked pie shell'""]","

Crust, Peanut Butter, Cream Cheese, Powdered Sugar, Heavy Cream, Vanilla Extract, Salt, Whipped Cream"
356,scalloped corn,"[""'pepper'"", ""'egg'"", ""'milk'"", ""'cream-style'"", ""'whole kernel corn'""]","

Creamed corn, butter, onion, flour, milk, salt, pepper, breadcrumbs."
357,waldrop banana pudding,"[""'milk'"", ""'sugar'"", ""'flour'"", ""'eggs'"", ""'vanilla'"", ""'salt'"", ""'bananas'"", ""'vanilla wafers'""]","

Bananas, Vanilla Wafers, Milk, Sugar, Cornstarch, Salt, Vanilla Extract, Butter"
358,hungarian goulash,"[""'beef for stew'"", ""'onion'"", ""'clove garlic'"", ""'shortening'"", ""'water'"", ""'catsup'"", ""'worcestershire sauce'"", ""'brown sugar'"", ""'salt'"", ""'paprika'"", ""'dry mustard'"", ""'cayenne red pepper'"", ""'cold water'"", ""'flour'""]","

Onion, Beef, Paprika, Carrots, Potatoes, Tomato Paste, Garlic, Vegetable Oil, Water, Salt, Pepper"
359,plain pound cake,"[""'sugar'"", ""'swans'"", ""'eggs'"", ""'milk'"", ""'salt'"", ""'vanilla flavoring'"", ""'butternut flavoring'"", ""'crisco'""]","

Eggs, Butter, Sugar, Flour, Milk, Vanilla Extract, Baking Powder"
360,ham and country dumplings,"[""'ham bone'"", ""'ham bouillon'"", ""'flour'"", ""'eggs'"", ""'cold water'""]","

Flour, baking powder, salt, butter, ham, parsley, chives, milk, eggs"
361,broccoli rice casserole,"[""'onion'"", ""'celery'"", ""'butter'"", ""'frozen broccoli'"", ""'rice'"", ""'condensed cream'"", ""'cheez whiz'"", ""'pepper'""]","

Broccoli, Rice, Cream of Mushroom Soup, Milk, Onion, Butter, Salt, Pepper"
362,buckeyes cookies,"[""'crunchy peanut butter'"", ""'rice krispies'"", ""'powdered sugar'"", ""'oleo'"", ""'chocolate chips'"", ""'paraffin'""]","

Butter, sugar, peanut butter, vanilla extract, powdered sugar, semi-sweet chocolate chips, shortening"
363,broccoli raisin salad,"[""'broccoli heads'"", ""'green onion'"", ""'sunflower seeds'"", ""'raisins'"", ""'bacon'"", ""'mayonnaise'"", ""'vinegar'"", ""'sugar'""]","

Broccoli, raisins, red onion, bacon, sunflower seeds, mayonnaise, sugar, white vinegar, salt, pepper."
364,low fat  french fries,"[""'baking potatoes'"", ""'cayenne'"", ""'olive oil'"", ""'nonstick cooking spray'"", ""'garlic powder'"", ""'salt'""]","

Potatoes, Canola Oil, Salt, Garlic Powder, Onion Powder, Paprika, Black Pepper"
365,chicken pot pie,"[""'chicken'"", ""'chicken broth'"", ""'cream of celery soup'"", ""'pepper'"", ""'salt'"", ""'flour'"", ""'milk'"", ""'margarine'""]","

Crust, chicken, carrots, celery, onion, potatoes, butter, flour, chicken broth, milk, salt, pepper, herbs."
366,old time bread pudding,"[""'buttered toast'"", ""'raisins'"", ""'eggs'"", ""'sugar'"", ""'salt'"", ""'pet milk'"", ""'boiling water'"", ""'vanilla'"", ""'sugar'"", ""'cinnamon'""]","

Eggs, Milk, Bread, Sugar, Vanilla Extract, Raisins, Cinnamon, Nutmeg, Butter"
367,original mayfair dressing,"[""'anchovies'"", ""'black pepper'"", ""'accent'"", ""'stalks celery'"", ""'onion'"", ""'mustard'"", ""'garlic'"", ""'lemon juice'"", ""'eggs'"", ""'oil'""]","

Soybean oil, water, sugar, distilled vinegar, egg yolks, salt, onion, garlic, xanthan gum, natural flavors, spices, paprika, oleoresin paprika, calcium disodium EDTA."
368,apple cake,"[""'eggs'"", ""'soda'"", ""'coconut'"", ""'apples'"", ""'oil'"", ""'cinnamon'"", ""'sugar'"", ""'pecans'"", ""'flour'"", ""'salt'""]","

Flour, sugar, baking powder, baking soda, salt, butter, eggs, apples, cinnamon, nutmeg, vanilla extract"
369,cheeseburger pie,"[""'ground beef'"", ""'onions'"", ""'salt'"", ""'pepper'"", ""'italian seasoning'"", ""'tomato paste'"", ""'crust'"", ""'mozzarella cheese'""]","

Ground beef, onion, garlic, cheddar cheese, biscuit mix, eggs, milk, ketchup, mustard, Worcestershire sauce, salt, pepper."
370,fried cabbage,"[""'cabbage'"", ""'onion'"", ""'bell pepper'"", ""'tomato'"", ""'sugar'"", ""'salt'"", ""'pepper'""]","

Cabbage, Onion, Garlic, Olive Oil, Salt, Pepper, Paprika, Thyme, Parsley"
371,jello salad this is almost like a dessert  yummy,"[""'pineapple'"", ""'water'"", ""'pineapple juice'"", ""'marshmallows'"", ""'lemon jello'"", ""'orange jello'"", ""'carrots'"", ""'celery'"", ""'cottage cheese'"", ""'mayonnaise'"", ""'nuts'"", ""'dream whip'""]","

Cool Whip, Jello, Cream Cheese, Marshmallows, Pineapple, Mandarin Oranges, Walnuts."
372,wedding cookies,"[""'unsalted butter'"", ""'sugar'"", ""'vanilla'"", ""'flour'"", ""'walnuts'"", ""'powdered sugar'""]","

Sugar, butter, eggs, vanilla extract, all-purpose flour, baking powder, salt, chopped nuts, dried fruit, chocolate chips, sprinkles."
373,jezebel sauce,"[""'pineapple'"", ""'apple jelly'"", ""'horseradish'"", ""'mustard'"", ""'coarse black pepper'""]","

Horseradish, pineapple preserves, yellow mustard, apple cider vinegar, Worcestershire sauce, garlic, onion, cayenne pepper, black pepper."
374,banana bread,"[""'sugar'"", ""'eggs'"", ""'flour'"", ""'soda'"", ""'vanilla'"", ""'salt'"", ""'nuts'"", ""'shortening'"", ""'bananas'""]","

Flour, sugar, baking soda, baking powder, salt, butter, eggs, bananas, vanilla extract, walnuts (optional)"
375,mexicali chicken and cheese bake,"[""'chicken'"", ""'shredded monterey jack cheese'"", ""'whole kernel corn'"", ""'condensed cream'"", ""'flour'"", ""'cornmeal'"", ""'baking powder'"", ""'chili powder'"", ""'milk'"", ""'margarine'"", ""'eggs'"", ""'onion'"", ""'green chillies'"", ""'pimento'""]","

Chicken, Cheese, Tortilla Chips, Black Beans, Corn, Red Onion, Red Bell Pepper, Green Bell Pepper, Jalapeno, Cilantro, Lime Juice, Olive Oil, Salt, Pepper."
376,ripe tomato ketchup,"[""'cabbage'"", ""'tomatoes'"", ""'onions'"", ""'bell peppers'"", ""'vinegar'"", ""'hot pepper'"", ""'sugar'"", ""'allspice'"", ""'cinnamon'"", ""'nutmeg'"", ""'salt'""]","

Tomatoes, sugar, vinegar, salt, onion powder, garlic powder, spices, natural flavoring."
377,fresh broccoli salad,"[""'fresh broccoli'"", ""'bacon'"", ""'raisins'"", ""'onion'"", ""'salad dressing'"", ""'sugar'"", ""'vinegar'"", ""'slivered almonds'"", ""'sharp cheese'""]","

Broccoli, Bacon, Red Onion, Raisins, Sunflower Seeds, Mayonnaise, Apple Cider Vinegar, Honey, Salt, Pepper."
378,lemon chicken,"[""'chicken'"", ""'lemons'"", ""'butter'"", ""'oregano'""]","

Lemon juice, chicken, garlic, olive oil, salt, pepper, parsley, thyme, oregano."
379,cherry topsy turvy pudding,"[""'butter'"", ""'sugar'"", ""'flour'"", ""'baking powder'"", ""'salt'"", ""'milk'"", ""'tart cherries'"", ""'cherry juice'""]","

Cherries, sugar, butter, eggs, flour, baking powder, milk, vanilla extract"
380,strawberry pan pie,"[""'sugar'"", ""'cornstarch'"", ""'pie crust'"", ""'raw strawberries'"", ""'water'""]","

Crust, Strawberries, Sugar, Cornstarch, Butter, Vanilla Extract, Salt"
381,chicken casserole,"[""'spinach noodles'"", ""'celery'"", ""'green pepper'"", ""'onion'"", ""'chicken breasts'"", ""'velveeta cheese'"", ""'mushrooms'"", ""'mushroom soup'""]","

Chicken, onion, celery, carrots, mushrooms, garlic, thyme, bay leaves, chicken broth, cream of mushroom soup, butter, flour, salt, pepper."
382,cream tacos,"[""'hamburger'"", ""'onion'"", ""'corn tortillas'"", ""'green chili'"", ""'tomato sauce'"", ""'milk'"", ""'cheddar cheese'""]","

Taco shells, ground beef, cream cheese, lettuce, tomatoes, onions, cilantro, sour cream, cheese, salsa"
383,scottish shortbread,"[""'butter'"", ""'flour'"", ""'sugar'"", ""'salt'""]","

Butter, Sugar, Flour, Salt"
384,slaw,"[""'sugar'"", ""'salt'"", ""'pepper'"", ""'celery'"", ""'mustard'"", ""'apple cider vinegar'"", ""'mayonnaise'"", ""'clove garlic'"", ""'cabbage'""]","

Cabbage, Carrots, Mayonnaise, Vinegar, Sugar, Salt, Pepper"
385,hot cheese balls,"[""'cheddar cheese'"", ""'oleo'"", ""'flour'"", ""'paprika'"", ""'salt'"", ""'cayenne pepper'""]","

Cheese, Breadcrumbs, Flour, Salt, Pepper, Garlic Powder, Paprika, Egg, Milk"
386,pizza cups,"[""'ground beef'"", ""'onion'"", ""'salt'"", ""'tomato sauce'"", ""'italian seasoning'"", ""'grated cheese'""]","

Flour, Yeast, Salt, Olive Oil, Mozzarella Cheese, Tomato Sauce, Pepperoni, Oregano, Basil"
387,all american apple pie,"[""'pastry'"", ""'cooking apples'"", ""'lemon juice'"", ""'sugar'"", ""'flour'"", ""'ground cinnamon'"", ""'ground nutmeg'"", ""'butter'""]","

Flour, sugar, butter, apples, cinnamon, nutmeg, salt, lemon juice, egg."
388,strawberry cake with icing,"[""'duncan'"", ""'frozen strawberries'"", ""'eggs'"", ""'crisco'"", ""'water'"", ""'strawberry jello'""]","

Flour, sugar, baking powder, baking soda, salt, butter, eggs, milk, vanilla extract, strawberries, powdered sugar, cream cheese"
389,swedish meat balls,"[""'ground beef'"", ""'croutons'"", ""'onion'"", ""'eggs'"", ""'salt'"", ""'grape jelly'"", ""'chili sauce'""]","

Ground beef, ground pork, breadcrumbs, onion, garlic, allspice, nutmeg, egg, salt, pepper, butter, beef broth, heavy cream, parsley."
390,calf liver braised in wine,"[""'flour'"", ""'salt'"", ""'pepper'"", ""'onion'"", ""'basil'"", ""'butter'"", ""'mushrooms'"", ""'beef bouillon'"", ""'water'"", ""'red wine'""]","

Onion, garlic, butter, calf liver, white wine, parsley, thyme, bay leaf, salt, pepper"
391,sour cream pound cake,"[""'oleo'"", ""'sour cream'"", ""'sugar'"", ""'eggs'"", ""'flour'"", ""'baking powder'"", ""'baking soda'"", ""'salt'"", ""'milk'"", ""'vanilla'""]","

Butter, sugar, eggs, sour cream, all-purpose flour, baking powder, salt, vanilla extract"
392,baked beans,"[""'cans great northern white beans'"", ""'bacon'"", ""'ketchup'"", ""'white sugar'""]","

Tomatoes, Navy Beans, Brown Sugar, Molasses, Onion, Mustard, Salt, Pepper"
393,vanilla ice cream,"[""'eggs'"", ""'sugar'"", ""'milk'"", ""'milk'"", ""'milk'""]","

Milk, Cream, Sugar, Vanilla Extract, Egg Yolks"
394,sparkle cutout cookies,"[""'cream cheese'"", ""'margarine'"", ""'sugar'"", ""'vanilla'"", ""'flour'"", ""'salt'""]","

Flour, sugar, butter, eggs, baking powder, vanilla extract, salt, sprinkles"
395,taco soup,"[""'hamburger meat'"", ""'onion'"", ""'taco seasoning mix'"", ""'whole kernel corn'"", ""'red kidney beans'"", ""'pinto beans'"", ""'chilies'"", ""'tomatoes'""]","

Tomatoes, Onion, Garlic, Ground Beef, Chili Powder, Cumin, Oregano, Corn, Black Beans, Kidney Beans, Beef Broth, Tomato Sauce, Green Chilies, Salt, Pepper"
396,fruit cocktail cake,"[""'fruit cocktail'"", ""'sugar'"", ""'eggs'"", ""'vanilla'"", ""'soda'"", ""'cinnamon'"", ""'flour'"", ""'brown sugar'"", ""'pecans'""]","

Flour, Sugar, Baking Powder, Salt, Eggs, Milk, Vanilla Extract, Butter, Fruit Cocktail, Powdered Sugar"
397,fa la la la las,"[""'butter'"", ""'sugar'"", ""'egg'"", ""'salt'"", ""'vanilla'"", ""'almond extract'"", ""'all-purpose'""]","

Apples, Oranges, Bananas, Cranberries, Cinnamon, Nutmeg, Cloves, Allspice, Vanilla Extract, Brown Sugar, Butter"
398,orange coconut pie,"[""'butter'"", ""'sugar'"", ""'eggs'"", ""'orange juice'"", ""'lemon extract'"", ""'salt'"", ""'flaked coconut'"", ""'pie crust'""]","

Flour, sugar, butter, eggs, orange juice, coconut flakes, baking powder, salt, vanilla extract"
399,sour cream pound cake,"[""'butter'"", ""'sugar'"", ""'flour'"", ""'eggs'"", ""'vanilla'"", ""'baking soda'"", ""'sour cream'""]","

Butter, sugar, eggs, sour cream, all-purpose flour, baking powder, salt, vanilla extract"
400,company chicken,"[""'instant rice'"", ""'cream of mushroom soup'"", ""'cream of chicken soup'"", ""'cream of celery soup'"", ""'chicken breasts'""]","

Salt, Pepper, Paprika, Garlic Powder, Onion Powder, Brown Sugar, Cayenne Pepper, Thyme, Oregano, Parsley, Sage, Rosemary, Turmeric, Cumin, Coriander, Mustard Powder."
401,minestrone soup,"[""'carrots'"", ""'celery'"", ""'onions'"", ""'clove garlic'"", ""'margarine'"", ""'boyardee'"", ""'chickpeas'"", ""'water'"", ""'salt'"", ""'basil'"", ""'pepper'"", ""'parmesan cheese'""]","

Carrots, celery, onion, garlic, potatoes, green beans, tomatoes, zucchini, kidney beans, cannellini beans, vegetable broth, olive oil, basil, oregano, parsley, salt, pepper"
402,cherry topped cheesecake,"[""'yellow cake mix'"", ""'oil'"", ""'cream cheese'"", ""'sugar'"", ""'eggs'"", ""'milk'"", ""'lemon juice'"", ""'vanilla'"", ""'cherry pie filling'""]","

Cream cheese, sugar, eggs, graham cracker crumbs, butter, vanilla extract, cherries, sour cream, heavy cream"
403,sweet  n  sour sauce,"[""'vinegar'"", ""'sugar'"", ""'oil'""]","

Sugar, Vinegar, Ketchup, Soy Sauce, Garlic, Onion, Ginger, Pineapple Juice, Cornstarch, Water, Salt, Red Pepper Flakes."
404,easy taco dip,"[""'cream cheese'"", ""'hormel chili'"", ""'cheddar cheese'""]","

Sour cream, cream cheese, salsa, taco seasoning, black olives, tomatoes, green onions, jalapenos, cheddar cheese"
405,monkey bread,"[""'refrigerator rolls'"", ""'margarine'"", ""'sugar'"", ""'cinnamon'""]","

Brown sugar, butter, cinnamon, raisins, biscuit dough, nuts, sugar"
406,coconut cream pie or lemon meringue pie,"[""'eggs'"", ""'cornstarch'"", ""'milk'"", ""'butter'"", ""'sugar'"", ""'coconut flavoring'"", ""'shell'""]","

Coconut Cream Pie: Pie crust, sweetened condensed milk, egg yolks, butter, sugar, vanilla extract, coconut flakes, heavy cream.

Lemon Meringue Pie: Pie crust, sugar, cornstarch, water, egg yolks, butter, lemon juice, lemon zest, meringue (egg whites, sugar, cream of tartar)."
407,death by chocolate,"[""'chocolate cake mix'"", ""'containers'"", ""'dream whip'"", ""'chocolate'"", ""'cold milk'""]","

Chocolate cake, chocolate ice cream, chocolate syrup, chocolate chips, whipped cream, chocolate shavings, cherries."
408,corn meal muffins,"[""'corn meal'"", ""'brown sugar'"", ""'baking soda'"", ""'eggs'"", ""'sour milk'"", ""'flour'"", ""'salt'"", ""'baking powder'"", ""'bacon fat'""]","

Eggs, corn meal, butter, sugar, baking powder, salt, milk"
